Item Description,Item #,Inv Date,UOM ,Qty ,Sum of extprice,
,,07-Mar-16,EA,3,$10.05,SC
,,08-Mar-16,CS,4,$87.80,SC
,,08-Mar-16,EA,27,$90.45,SC
,,15-Mar-16,CS,3,$65.85,SC
,,15-Mar-16,EA,20,$67.00,SC
,,01-Mar-16,CS,8,$183.60,SC
,,01-Mar-16,EA,27,$91.80,SC
,,29-Mar-16,CS,5,$109.75,SC
,,29-Mar-16,EA,18,$60.30,SC
,,30-Mar-16,CS,1,$21.95,SC
KALE GREEN 24 CT USA Total,,,,216,"$1,687.05",
LEMONS 165 CT,1640,10-Mar-16,DOZ,1,$4.52,CA
,,28-Mar-16,DOZ,3,$13.56,CA
,,14-Mar-16,DOZ,2,$9.04,CA
,,03-Mar-16,CS,1,$29.45,CA
,,03-Mar-16,DOZ,2,$9.04,CA
,,08-Mar-16,DOZ,14,$63.28,CA
,,01-Mar-16,DOZ,2,$9.04,CA
,,29-Mar-16,DOZ,2,$9.04,CA
LEMONS 165 CT Total,,,,27,$146.97,
LETTUCE SWEET SPRING MIX 3/1 LB,2220,03-Mar-16,CS,1,$9.95,CA
,,07-Mar-16,CS,1,$9.95,CA
,,01-Mar-16,CS,1,$9.95,CA
LETTUCE SWEET SPRING MIX 3/1 LB Total,,,,3,$29.85,
ONIONS RED JUMBO 25 LB,4810,10-Mar-16,5 #,1,$7.58,TX
,,28-Mar-16,5 #,2,$13.32,TX
ONIONS RED JUMBO 25 LB Total,,,,3,$20.90,
ONIONS YELLOW JUMBO ROUND 50 LB,4850,10-Mar-16,5 #,4,$17.32,TX
,,28-Mar-16,5 #,7,$29.89,TX
,,31-Mar-16,5 #,2,$8.54,TX
,,14-Mar-16,5 #,2,$8.44,TX
,,03-Mar-16,5 #,1,$4.39,TX
,,17-Mar-16,5 #,3,$12.66,TX
,,07-Mar-16,5 #,3,$12.99,TX
,,07-Mar-16,CS,1,$18.76,TX
,,08-Mar-16,5 #,4,$17.32,TX
,,15-Mar-16,5 #,4,$16.88,TX
,,01-Mar-16,5 #,9,$39.51,TX
,,29-Mar-16,5 #,5,$21.35,TX
ONIONS YELLOW JUMBO ROUND 50 LB Total,,,,45,$208.05,
PEARS D'ANJOU 90,1930,01-Mar-16,CS,1,$31.45,WA
PEARS D'ANJOU 90 Total,,,,1,$31.45,
PEPPER GREEN LARGE 1-1/9 BU,2820,10-Mar-16,5 #,8,$79.92,MX
,,28-Mar-16,5 #,13,$110.37,FL
,,28-Mar-16,CS,2,$49.90,FL
,,31-Mar-16,5 #,5,$42.45,FL
,,14-Mar-16,5 #,9,$93.24,FL
,,03-Mar-16,5 #,7,$84.77,MX
,,17-Mar-16,5 #,1,$10.36,FL
,,07-Mar-16,5 #,5,$49.95,MX
,,08-Mar-16,5 #,12,$119.88,MX
,,15-Mar-16,5 #,4,$41.44,FL
,,15-Mar-16,CS,1,$32.45,FL
,,01-Mar-16,5 #,9,$108.99,MX
,,29-Mar-16,5 #,9,$76.41,FL
PEPPER GREEN LARGE 1-1/9 BU Total,,,,85,$900.13,
PEPPER RED 1-1/9 BU,2870,10-Mar-16,2 #,1,$5.95,MEXICO
,,28-Mar-16,2 #,1,$5.45,MEXICO
,,08-Mar-16,CS,1,$36.95,MEXICO
,,15-Mar-16,2 #,1,$5.42,MEXICO
PEPPER RED 1-1/9 BU Total,,,,4,$53.77,
RADISH RED 14/1 LB,3007,08-Mar-16,EA,1,$4.25,FL
RADISH RED 14/1 LB Total,,,,1,$4.25,
SALAD SEPARATE W/COLOR 4/5 LB,6340,14-Mar-16,EA,1,$7.24,CA
,,01-Mar-16,EA,1,$7.24,CA
SALAD SEPARATE W/COLOR 4/5 LB Total,,,,2,$14.48,
SPINACH 4/2.5 LB,2320S,08-Mar-16,CS,1,$19.45,CA
SPINACH 4/2.5 LB Total,,,,1,$19.45,
TANGERINE 120 CT,1720,14-Mar-16,CS,-1,-$30.94,FL
,,01-Mar-16,CS,1,$27.45,FL
TANGERINE 120 CT Total,,,,0,-$3.49,
ORANGE CA 138,1690,03-Mar-16,CS,18,$359.10,CA
,,01-Mar-16,CS,27,$538.65,CA
ORANGE CA 138 Total,,,,45,$897.75,
BERRIES BLACK 12/6 OZ,1540,28-Mar-16,CS,49,"$1,320.55",GUATEMALA
,,29-Mar-16,CS,1,$26.95,GUATEMALA
BERRIES BLACK 12/6 OZ Total,,,,50,"$1,347.50",
SQUASH YELLOW MEDIUM,4160,07-Mar-16,CS,43,"$1,051.35",MEXICO
SQUASH YELLOW MEDIUM Total,,,,43,"$1,051.35",
KIWI TRAY 27/36,1780,10-Mar-16,CS,3,$38.85,ITALY
,,28-Mar-16,CS,1,$12.95,ITALY
,,31-Mar-16,CS,2,$25.90,ITALY
,,03-Mar-16,CS,3,$38.85,ITALY
KIWI TRAY 27/36 Total,,,,9,$116.55,
APPLES RED 125-138 SCH,1372S,10-Mar-16,CS,30,$928.50,WA
,,28-Mar-16,CS,40,"$1,238.00",WA
,,31-Mar-16,CS,21,$649.95,WA
,,14-Mar-16,CS,23,$711.85,WA
,,03-Mar-16,CS,16,$495.20,WA
,,17-Mar-16,CS,17,$526.15,WA
,,07-Mar-16,CS,17,$526.15,WA
,,08-Mar-16,CS,37,"$1,145.15",WA
,,15-Mar-16,CS,26,$804.70,WA
,,01-Mar-16,CS,9,$278.55,WA
,,29-Mar-16,CS,29,$897.55,WA
APPLES RED 125-138 SCH Total,,,,265,"$8,201.75",
AVOCADO **BREAKING** 60 CT,2422,14-Mar-16,CS,41,"$1,268.95",MEXICO
AVOCADO **BREAKING** 60 CT Total,,,,41,"$1,268.95",
CABBAGE GRN 4/5 W/SEP COLOR SCH,6040S,10-Mar-16,EACH,11,$72.71,CA
,,31-Mar-16,EACH,1,$6.61,CA
,,14-Mar-16,CS,1,$17.45,CA
,,14-Mar-16,EACH,2,$13.22,CA
,,07-Mar-16,CS,1,$17.45,CA
,,08-Mar-16,EACH,1,$6.61,CA
,,15-Mar-16,EACH,11,$72.71,CA
,,11-Mar-16,EACH,-1,-$6.61,CA
CABBAGE GRN 4/5 W/SEP COLOR SCH Total,,,,27,$200.15,
CAULIFLOWER CARNIVAL 6 CT,6755,28-Mar-16,CS,38,"$1,328.10",CA
CAULIFLOWER CARNIVAL 6 CT Total,,,,38,"$1,328.10",
CORN FANCY YELLOW  BUSHEL,2680,28-Mar-16,CS,56,"$1,145.20",FL
CORN FANCY YELLOW  BUSHEL Total,,,,56,"$1,145.20",
CUCUMBER EURO COIN- 50/2 OZ,2694,07-Mar-16,CS,61,"$1,964.20",CA
,,08-Mar-16,CS,-58,"-$1,867.60",CA
,,09-Mar-16,CS,-3,-$96.60,CA
CUCUMBER EURO COIN- 50/2 OZ Total,,,,0,$0.00,
HONEYDEW 5/6 CT SCH,1820S,15-Mar-16,CS,53,$792.35,GUATEMALA
HONEYDEW 5/6 CT SCH Total,,,,53,$792.35,
LEMONS MEYER WEDGES 50/2 OZ,1666,07-Mar-16,CS,69,"$2,308.05",CA
LEMONS MEYER WEDGES 50/2 OZ Total,,,,69,"$2,308.05",
"LETTUCE 1/8"" SHRED 4/5 LB SCH",6180S,10-Mar-16,CS,1,$19.95,CA
,,10-Mar-16,EACH,6,$44.58,CA
,,28-Mar-16,CS,2,$39.90,CA
,,28-Mar-16,EACH,5,$37.15,CA
,,31-Mar-16,CS,1,$19.95,CA
,,31-Mar-16,EACH,5,$37.15,CA
,,14-Mar-16,EACH,1,$7.43,CA
,,03-Mar-16,EACH,7,$52.01,CA
,,17-Mar-16,EACH,3,$22.29,CA
,,07-Mar-16,CS,6,$119.70,CA
,,08-Mar-16,CS,3,$59.85,CA
,,08-Mar-16,EACH,6,$44.58,CA
,,01-Mar-16,CS,1,$19.95,CA
,,01-Mar-16,EACH,2,$14.86,CA
,,29-Mar-16,CS,1,$19.95,CA
,,29-Mar-16,EACH,2,$14.86,CA
"LETTUCE 1/8"" SHRED 4/5 LB SCH Total",,,,52,$574.16,
MANGO SLICED 50 / 2OZ,1788,28-Mar-16,CS,83,"$3,647.85",CA
MANGO SLICED 50 / 2OZ Total,,,,83,"$3,647.85",
MUSHROOM WHITE BUTTON 10 LB USA,5100,14-Mar-16,CS,42,$795.90,PA
MUSHROOM WHITE BUTTON 10 LB USA Total,,,,42,$795.90,
ORANGE CARA CARA CA. 50/2 OZ,1713,14-Mar-16,CS,66,"$2,108.70",CA
,,16-Mar-16,CS,12,$383.40,CA
ORANGE CARA CARA CA. 50/2 OZ Total,,,,78,"$2,492.10",
ORANGE SECTIONS  50/2 OZ,1716,07-Mar-16,CS,66,"$1,531.20",CA
ORANGE SECTIONS  50/2 OZ Total,,,,66,"$1,531.20",
ORANGES 113-138 SCH,1690S,10-Mar-16,CS,27,$538.65,CA
,,28-Mar-16,CS,48,$957.60,CA
,,31-Mar-16,CS,26,$518.70,CA
,,14-Mar-16,CS,31,$618.45,CA
,,03-Mar-16,CS,12,$239.40,CA
,,17-Mar-16,CS,14,$279.30,CA
,,07-Mar-16,CS,18,$359.10,CA
,,08-Mar-16,CS,39,$778.05,CA
,,15-Mar-16,CS,29,$578.55,CA
,,01-Mar-16,CS,11,$219.45,CA
,,29-Mar-16,CS,28,$558.60,CA
,,30-Mar-16,CS,2,$39.90,CA
ORANGES 113-138 SCH Total,,,,285,"$5,685.75",
ROMAINE CHOPPED 6/2 LB SCH,6300S,10-Mar-16,CS,9,$197.55,CA
,,10-Mar-16,EACH,2,$11.82,CA
,,28-Mar-16,CS,16,$351.20,CA
,,31-Mar-16,CS,3,$65.85,CA
,,31-Mar-16,EACH,2,$11.82,CA
,,03-Mar-16,CS,8,$175.60,CA
,,17-Mar-16,CS,4,$87.80,CA
,,07-Mar-16,CS,10,$219.50,CA
,,08-Mar-16,CS,11,$241.45,CA
,,15-Mar-16,CS,1,$21.95,CA
,,15-Mar-16,EACH,1,$5.91,CA
,,01-Mar-16,CS,11,$241.45,CA
,,01-Mar-16,EACH,1,$5.91,CA
,,29-Mar-16,CS,2,$43.90,CA
ROMAINE CHOPPED 6/2 LB SCH Total,,,,81,"$1,681.71",
TOMATOES 6X6 25 LB SCH,5880S,10-Mar-16,5 #,10,$93.60,FL
,,10-Mar-16,CS,1,$28.45,FL
,,28-Mar-16,5 #,7,$67.27,FL
,,28-Mar-16,CS,6,$176.70,FL
,,31-Mar-16,5 #,7,$67.27,FL
,,31-Mar-16,CS,1,$29.45,FL
,,14-Mar-16,5 #,2,$20.22,FL
,,14-Mar-16,CS,3,$94.35,FL
,,03-Mar-16,5 #,11,$108.46,FL
,,03-Mar-16,CS,1,$30.45,FL
,,17-Mar-16,5 #,1,$10.11,FL
,,17-Mar-16,CS,1,$31.45,FL
,,07-Mar-16,5 #,2,$18.72,FL
,,07-Mar-16,CS,2,$56.90,FL
,,08-Mar-16,5 #,5,$46.80,FL
,,08-Mar-16,CS,6,$170.70,FL
,,15-Mar-16,5 #,6,$60.66,FL
,,15-Mar-16,CS,2,$62.90,FL
,,01-Mar-16,5 #,5,$49.30,FL
,,01-Mar-16,CS,3,$91.35,FL
,,29-Mar-16,5 #,6,$57.66,FL
,,29-Mar-16,CS,5,$147.25,FL
,,11-Mar-16,5 #,-1,-$9.36,FL
,,30-Mar-16,5 #,1,$9.61,FL
TOMATOES 6X6 25 LB SCH Total,,,,93,"$1,520.27",
CILANTRO 10/3 CT,5240,10-Mar-16,3 EA,2,$8.50,MEXICO
,,28-Mar-16,3 EA,4,$16.80,MEXICO
,,31-Mar-16,3 EA,1,$4.20,MEXICO
,,14-Mar-16,3 EA,1,$4.05,MEXICO
,,03-Mar-16,3 EA,4,$17.00,MEXICO
,,07-Mar-16,3 EA,3,$12.75,MEXICO
,,08-Mar-16,3 EA,3,$12.75,MEXICO
,,15-Mar-16,3 EA,2,$8.10,MEXICO
,,01-Mar-16,3 EA,4,$17.00,MEXICO
,,29-Mar-16,3 EA,4,$16.80,MEXICO
CILANTRO 10/3 CT Total,,,,28,$117.95,
BERRIES STRAW  8/1 LB,1580,03-Mar-16,CS,37,$664.15,CA
,,01-Mar-16,CS,61,"$1,094.95",FL
,,04-Mar-16,CS,11,$197.45,MEXICO
BERRIES STRAW  8/1 LB Total,,,,109,"$1,956.55",
CARROTS BABY PEELED 30/1 LB SCH,2570S,10-Mar-16,EACH,3,$9.42,CA
,,28-Mar-16,CS,4,$99.80,CA
,,28-Mar-16,EACH,8,$25.12,CA
,,14-Mar-16,EACH,12,$37.68,CA
,,03-Mar-16,CS,2,$49.90,CA
,,07-Mar-16,CS,1,$24.95,CA
,,07-Mar-16,EACH,6,$18.84,CA
,,08-Mar-16,CS,1,$24.95,CA
,,08-Mar-16,EACH,12,$37.68,CA
CARROTS BABY PEELED 30/1 LB SCH Total,,,,49,$328.34,
ROM/ICE BLEND W/COLOR 4/5 LB SCH,6290S,03-Mar-16,EACH,1,$8.21,CA
,,08-Mar-16,EACH,2,$16.42,CA
,,15-Mar-16,EACH,2,$16.42,CA
,,01-Mar-16,EACH,2,$16.42,CA
ROM/ICE BLEND W/COLOR 4/5 LB SCH Total,,,,7,$57.47,
PEARS BARTLETT 80/90,1880,10-Mar-16,CS,2,$62.90,WA
,,28-Mar-16,CS,3,$113.85,WA
,,03-Mar-16,CS,1,$31.45,WA
,,17-Mar-16,CS,3,$94.35,WA
,,07-Mar-16,CS,1,$31.45,WA
,,08-Mar-16,CS,2,$62.90,WA
,,15-Mar-16,CS,2,$62.90,WA
,,29-Mar-16,CS,2,$75.90,WA
PEARS BARTLETT 80/90 Total,,,,16,$535.70,
GRAPES GREEN SEEDLESS SCH,1760S,10-Mar-16,2 #,10,$77.80,CHILE
,,28-Mar-16,2 #,5,$38.90,CHILE
,,28-Mar-16,CS,1,$41.45,CHILE
,,14-Mar-16,CS,2,$82.90,CHILE
,,07-Mar-16,CS,1,$41.45,CHILE
,,08-Mar-16,CS,2,$82.90,CHILE
,,15-Mar-16,CS,3,$124.35,CHILE
,,01-Mar-16,CS,1,$41.45,CHILE
GRAPES GREEN SEEDLESS SCH Total,,,,25,$531.20,
SALAD SEPARTE W/COLOR 4/5 LB SCH,6340S,10-Mar-16,CS,1,$19.95,CA
,,08-Mar-16,CS,2,$39.90,CA
,,15-Mar-16,CS,2,$39.90,CA
,,01-Mar-16,CS,2,$39.90,CA
SALAD SEPARTE W/COLOR 4/5 LB SCH Total,,,,7,$139.65,
TOMATOES GRAPE 12/1 PINT SCH,5840S,10-Mar-16,CS,2,$42.90,FL
,,10-Mar-16,EACH,4,$16.16,FL
,,28-Mar-16,CS,3,$85.35,FL
,,28-Mar-16,EACH,2,$9.24,FL
,,31-Mar-16,EACH,4,$18.48,FL
,,14-Mar-16,CS,3,$79.35,FL
,,03-Mar-16,CS,3,$82.35,FL
,,03-Mar-16,EACH,8,$36.32,FL
,,07-Mar-16,CS,4,$85.80,FL
,,08-Mar-16,CS,2,$42.90,FL
,,15-Mar-16,CS,2,$52.90,FL
,,15-Mar-16,EACH,6,$26.70,FL
,,01-Mar-16,CS,2,$54.90,FL
,,29-Mar-16,CS,3,$85.35,FL
TOMATOES GRAPE 12/1 PINT SCH Total,,,,48,$718.70,
CLEMENTINES 25 LB,1684,10-Mar-16,CS,3,$94.35,FL
,,03-Mar-16,CS,2,$62.90,FL
CLEMENTINES 25 LB Total,,,,5,$157.25,
CELERY STICKS 4/5 LB SCH,6110S,10-Mar-16,EACH,3,$32.58,CA
,,28-Mar-16,CS,2,$68.90,CA
,,28-Mar-16,EACH,6,$65.16,CA
,,07-Mar-16,CS,1,$34.45,CA
,,07-Mar-16,EACH,6,$65.16,CA
,,01-Mar-16,EACH,1,$10.86,CA
CELERY STICKS 4/5 LB SCH Total,,,,19,$277.11,
GRAPES RED SEEDLESS SCH,1750S,10-Mar-16,2 #,4,$21.48,CHILE
,,10-Mar-16,CS,2,$49.90,CHILE
,,28-Mar-16,2 #,2,$12.12,CHILE
,,28-Mar-16,CS,4,$121.80,CHILE
,,31-Mar-16,CS,1,$30.45,CHILE
,,14-Mar-16,2 #,4,$21.96,CHILE
,,14-Mar-16,CS,4,$103.80,CHILE
,,07-Mar-16,CS,4,$99.80,CHILE
,,15-Mar-16,2 #,1,$5.49,CHILE
,,15-Mar-16,CS,1,$25.95,CHILE
,,01-Mar-16,2 #,1,$6.18,CHILE
GRAPES RED SEEDLESS SCH Total,,,,28,$498.93,
WATERMELON SDLS 4/5 CT,1830,28-Mar-16,EACH,1,$8.99,HONDURAS
WATERMELON SDLS 4/5 CT Total,,,,1,$8.99,
TOMATOES CHERRY 12/1 PINT SCH,5820S,28-Mar-16,CS,5,$97.25,FL
,,31-Mar-16,EACH,2,$8.40,FL
,,14-Mar-16,CS,4,$129.80,FL
,,07-Mar-16,CS,3,$97.35,FL
,,07-Mar-16,EACH,1,$5.50,FL
,,15-Mar-16,EACH,1,$5.50,FL
TOMATOES CHERRY 12/1 PINT SCH Total,,,,16,$343.80,
POTATOES IDAHO 090 CT,4309,28-Mar-16,CS,1,$18.65,ID
POTATOES IDAHO 090 CT Total,,,,1,$18.65,
1502 - BANANAS IP 150 CT,0200,16-Mar-16,CS,1,$0.00,HONDURAS
1502 - BANANAS IP 150 CT Total,,,,1,$0.00,
Customer Product Pick Up,0200,16-Mar-16,CS,1,$0.00,
Customer Product Pick Up Total,,,,1,$0.00,
MIS-SHIP - INV #962541 - 3/15,0200,16-Mar-16,CS,1,$0.00,
MIS-SHIP - INV #962541 - 3/15 Total,,,,1,$0.00,
PICK UP 40# BAN SHIPPED FOR IP,0200,16-Mar-16,CS,1,$0.00,
PICK UP 40# BAN SHIPPED FOR IP Total,,,,1,$0.00,
ROMAINE LINER 24 CT,2270,10-Mar-16,CS,1,$18.95,CA
,,17-Mar-16,CS,1,$17.95,CA
,,08-Mar-16,CS,1,$18.95,CA
,,15-Mar-16,CS,1,$17.95,CA
,,01-Mar-16,CS,1,$18.95,CA
ROMAINE LINER 24 CT Total,,,,5,$92.75,
ORANGE FL 56  CARA CARA,1712,14-Mar-16,CS,3,$130.35,FL
ORANGE FL 56  CARA CARA Total,,,,3,$130.35,
CARROTS PETITE PEELED 4/5 LB SCH,2620S,14-Mar-16,EA,1,$7.56,CA
,,01-Mar-16,EA,1,$7.56,CA
CARROTS PETITE PEELED 4/5 LB SCH Total,,,,2,$15.12,
APPLES GRANNY SMITH 125,1215,07-Apr-16,CS,17,$543.15,WA
,,28-Apr-16,CS,21,$691.95,WA
,,14-Apr-16,CS,17,$534.65,WA
,,21-Apr-16,CS,12,$377.40,WA
,,11-Apr-16,CS,7,$220.15,WA
,,25-Apr-16,CS,6,$197.70,WA
,,18-Apr-16,CS,8,$251.60,WA
,,04-Apr-16,CS,7,$223.65,WA
,,05-Apr-16,CS,21,$670.95,WA
,,19-Apr-16,CS,22,$691.90,WA
,,26-Apr-16,CS,27,$889.65,WA
,,12-Apr-16,CS,19,$597.55,WA
APPLES GRANNY SMITH 125 Total,,,,184,"$5,890.30",
BANANAS IP 150 CT,1502,07-Apr-16,CS,14,$300.30,HONDURAS
,,28-Apr-16,CS,17,$364.65,HONDURAS
,,14-Apr-16,CS,14,$300.30,HONDURAS
,,21-Apr-16,CS,13,$278.85,HONDURAS
,,11-Apr-16,CS,26,$557.70,HONDURAS
,,25-Apr-16,CS,26,$557.70,HONDURAS
,,18-Apr-16,CS,26,$557.70,HONDURAS
,,04-Apr-16,CS,21,$450.45,HONDURAS
,,05-Apr-16,CS,21,$450.45,HONDURAS
,,19-Apr-16,CS,21,$450.45,HONDURAS
,,26-Apr-16,CS,22,$471.90,HONDURAS
,,12-Apr-16,CS,20,$429.00,HONDURAS
BANANAS IP 150 CT Total,,,,241,"$5,169.45",
BERRIES BLUE 12/6 OZ,1549,19-Apr-16,CS,1,$44.95,FL
,,12-Apr-16,CS,1,$47.95,FL
BERRIES BLUE 12/6 OZ Total,,,,2,$92.90,
BERRIES STRAW DRISCOLL 8/1 LB,1570,28-Apr-16,CS,2,$47.90,CA
,,05-Apr-16,CS,2,$50.40,CA
,,19-Apr-16,CS,3,$83.85,CA
,,26-Apr-16,CS,2,$47.90,CA
,,12-Apr-16,CS,3,$86.85,CA
BERRIES STRAW DRISCOLL 8/1 LB Total,,,,12,$316.90,
BROCCOLI FLORETS---4/3 LB---,2506,07-Apr-16,CS,1,$25.45,CA
,,07-Apr-16,EA,2,$17.22,CA
,,28-Apr-16,CS,2,$48.90,CA
,,28-Apr-16,EA,5,$41.80,CA
,,14-Apr-16,CS,3,$76.14,CA
,,14-Apr-16,EA,3,$25.80,CA
,,21-Apr-16,CS,3,$68.85,CA
,,21-Apr-16,EA,4,$31.96,CA
,,11-Apr-16,CS,4,$101.52,CA
,,11-Apr-16,EA,6,$51.60,CA
,,25-Apr-16,CS,6,$146.70,CA
,,25-Apr-16,EA,7,$58.52,CA
,,18-Apr-16,CS,6,$147.42,CA
,,18-Apr-16,EA,6,$51.60,CA
,,04-Apr-16,CS,4,$101.80,CA
,,04-Apr-16,EA,4,$34.44,CA
,,05-Apr-16,CS,3,$76.35,CA
,,05-Apr-16,EA,7,$60.27,CA
,,19-Apr-16,EA,10,$79.90,CA
,,26-Apr-16,CS,3,$73.35,CA
,,26-Apr-16,EA,2,$16.72,CA
,,12-Apr-16,CS,3,$76.14,CA
,,12-Apr-16,EA,6,$51.60,CA
BROCCOLI FLORETS---4/3 LB--- Total,,,,100,"$1,464.05",
CABBAGE GREEN CTN 16-18 CT,2530,28-Apr-16,CS,1,$15.95,NC
,,28-Apr-16,EACH,3,$10.74,NC
CABBAGE GREEN CTN 16-18 CT Total,,,,4,$26.69,
CARROTS 100/2 OZ,6085,07-Apr-16,CS,13,$259.35,CA
,,28-Apr-16,CS,17,$356.15,CA
,,14-Apr-16,CS,2,$41.90,CA
,,21-Apr-16,CS,6,$125.70,CA
,,11-Apr-16,CS,3,$62.85,CA
,,25-Apr-16,CS,7,$146.65,CA
,,18-Apr-16,CS,4,$83.80,CA
,,04-Apr-16,CS,5,$99.75,CA
,,05-Apr-16,CS,10,$199.50,CA
,,19-Apr-16,CS,4,$83.80,CA
,,26-Apr-16,CS,9,$188.55,CA
,,12-Apr-16,CS,9,$188.55,CA
CARROTS 100/2 OZ Total,,,,89,"$1,836.55",
CARROTS MATCHSTICK SHRED 4/5 LB,6080,07-Apr-16,EACH,12,$112.32,CA
,,28-Apr-16,EACH,7,$64.68,CA
,,14-Apr-16,EACH,5,$47.10,CA
,,21-Apr-16,EACH,2,$15.98,CA
,,11-Apr-16,EACH,3,$28.26,CA
,,25-Apr-16,EACH,7,$64.68,CA
,,18-Apr-16,CS,1,$28.67,CA
,,18-Apr-16,EACH,4,$34.82,CA
,,04-Apr-16,EACH,3,$28.08,CA
,,05-Apr-16,EACH,6,$56.16,CA
,,19-Apr-16,EACH,4,$31.96,CA
,,26-Apr-16,EACH,4,$36.96,CA
,,12-Apr-16,EACH,2,$18.84,CA
CARROTS MATCHSTICK SHRED 4/5 LB Total,,,,60,$568.51,
CELERY SLEEVED 30/36 CT,2660,07-Apr-16,EACH,1,$3.16,CA
,,21-Apr-16,EACH,1,$3.18,CA
,,05-Apr-16,EACH,1,$3.16,CA
,,19-Apr-16,EACH,1,$3.18,CA
CELERY SLEEVED 30/36 CT Total,,,,4,$12.68,
CUCUMBER SELECT 1-1/9 BU,2710,07-Apr-16,3 #,5,$19.60,HONDURAS
,,07-Apr-16,CS,1,$28.45,HONDURAS
,,28-Apr-16,3 #,11,$35.75,FL
,,14-Apr-16,3 #,8,$31.36,FL
,,21-Apr-16,3 #,7,$23.73,FL
,,25-Apr-16,CS,1,$16.95,FL
,,18-Apr-16,3 #,2,$7.84,FL
,,04-Apr-16,3 #,2,$7.84,HONDURAS
,,05-Apr-16,3 #,3,$11.76,HONDURAS
,,19-Apr-16,3 #,1,$3.39,FL
,,12-Apr-16,3 #,2,$7.84,FL
CUCUMBER SELECT 1-1/9 BU Total,,,,43,$194.51,
EGGS LARGE 15 DZ USA,7910,07-Apr-16,CS,3,$52.35,FL
,,28-Apr-16,CS,4,$55.80,FL
,,14-Apr-16,CS,1,$17.95,FL
,,21-Apr-16,CS,3,$44.85,FL
,,11-Apr-16,CS,3,$53.85,FL
,,25-Apr-16,CS,1,$13.95,FL
,,18-Apr-16,CS,2,$32.90,FL
,,04-Apr-16,CS,1,$17.45,FL
,,19-Apr-16,CS,2,$29.90,FL
,,26-Apr-16,CS,3,$41.85,FL
,,12-Apr-16,CS,2,$35.90,FL
EGGS LARGE 15 DZ USA Total,,,,25,$396.75,
EGGS LARGE 30 DZ USA,7920,28-Apr-16,CS,1,$24.45,FL
,,25-Apr-16,CS,3,$73.35,FL
,,19-Apr-16,CS,1,$26.45,FL
EGGS LARGE 30 DZ USA Total,,,,5,$124.25,
KALE GREEN 24 CT USA,2140,07-Apr-16,CS,6,$107.70,SC
,,07-Apr-16,EA,16,$50.40,SC
,,28-Apr-16,CS,6,$101.70,SC
,,28-Apr-16,EA,22,$68.20,SC
,,14-Apr-16,CS,7,$125.65,SC
,,14-Apr-16,EA,11,$34.65,SC
,,21-Apr-16,CS,4,$71.80,SC
,,21-Apr-16,EA,22,$69.30,SC
,,11-Apr-16,CS,3,$53.85,SC
,,11-Apr-16,EA,9,$28.35,SC
,,25-Apr-16,CS,21,$355.95,SC
,,25-Apr-16,EA,18,$55.80,SC
,,18-Apr-16,CS,3,$53.85,SC
,,18-Apr-16,EA,14,$44.10,SC
,,04-Apr-16,CS,3,$53.85,SC
,,04-Apr-16,EA,8,$25.20,SC
,,05-Apr-16,CS,6,$107.70,SC
,,05-Apr-16,EA,21,$66.15,SC
,,19-Apr-16,CS,6,$107.70,SC
,,19-Apr-16,EA,11,$34.65,SC
,,26-Apr-16,CS,5,$84.75,SC
,,26-Apr-16,EA,15,$46.50,SC
,,12-Apr-16,CS,4,$71.80,SC
,,12-Apr-16,EA,15,$47.25,SC
KALE GREEN 24 CT USA Total,,,,256,"$1,866.85",
LEMONS 165 CT,1640,07-Apr-16,DOZ,1,$4.44,CA
,,28-Apr-16,DOZ,1,$4.75,CA
,,14-Apr-16,DOZ,3,$13.08,CA
,,21-Apr-16,DOZ,2,$9.42,CA
,,25-Apr-16,DOZ,1,$4.75,CA
,,18-Apr-16,DOZ,1,$4.36,CA
,,05-Apr-16,DOZ,1,$4.44,CA
,,19-Apr-16,DOZ,1,$4.71,CA
,,12-Apr-16,DOZ,2,$8.72,CA
LEMONS 165 CT Total,,,,13,$58.67,
ONIONS RED JUMBO 25 LB,4810,28-Apr-16,5 #,1,$6.89,TX
,,11-Apr-16,5 #,2,$14.22,TX
,,25-Apr-16,5 #,2,$13.78,TX
,,04-Apr-16,CS,1,$19.45,TX
,,19-Apr-16,5 #,1,$6.88,TX
ONIONS RED JUMBO 25 LB Total,,,,7,$61.22,
ONIONS YELLOW JUMBO ROUND 50 LB,4850,07-Apr-16,5 #,4,$17.08,TX
,,28-Apr-16,5 #,8,$35.92,TX
,,14-Apr-16,5 #,3,$12.69,TX
,,11-Apr-16,5 #,1,$4.23,TX
,,25-Apr-16,5 #,2,$8.98,TX
,,25-Apr-16,CS,2,$40.30,TX
,,18-Apr-16,5 #,2,$8.46,TX
,,18-Apr-16,CS,1,$17.80,TX
,,04-Apr-16,5 #,1,$4.27,TX
,,05-Apr-16,5 #,7,$29.89,TX
,,19-Apr-16,5 #,5,$21.35,TX
,,26-Apr-16,5 #,3,$13.47,TX
,,12-Apr-16,5 #,5,$21.15,TX
ONIONS YELLOW JUMBO ROUND 50 LB Total,,,,44,$235.59,
PEPPER GREEN LARGE 1-1/9 BU,2820,07-Apr-16,5 #,3,$28.83,FL
,,28-Apr-16,5 #,6,$47.94,FL
,,14-Apr-16,5 #,9,$110.16,FL
