Item Description,Item #,Inv Date,UOM ,Qty ,Sum of extprice,
,,13-Oct-15,EACH,5,$32.80,CA
,,20-Oct-15,CS,1,$22.95,CA
,,20-Oct-15,EACH,6,$47.94,CA
CARROTS MATCHSTICK SHRED 4/5 LB Total,,,,48,$418.35,
CELERY SLEEVED 30/36 CT,2660,01-Oct-15,EACH,2,$6.40,CA
,,27-Oct-15,EACH,8,$26.08,CA
,,06-Oct-15,EACH,7,$22.96,CA
CELERY SLEEVED 30/36 CT Total,,,,17,$55.44,
CELERY STICKS 4/5 LB,6110,01-Oct-15,CS,2,$52.10,CA
,,08-Oct-15,CS,2,$52.34,CA
,,12-Oct-15,CS,1,$26.17,CA
,,19-Oct-15,CS,1,$33.30,CA
,,19-Oct-15,EACH,3,$31.74,CA
,,26-Oct-15,CS,1,$25.48,CA
,,05-Oct-15,CS,2,$52.34,CA
,,13-Oct-15,CS,1,$26.17,CA
,,13-Oct-15,EACH,1,$8.79,CA
,,20-Oct-15,EACH,1,$10.58,CA
,,21-Oct-15,CS,1,$33.30,CA
CELERY STICKS 4/5 LB Total,,,,16,$352.31,
CILANTRO 30 CT USA,5240,01-Oct-15,3 EA,1,$4.48,CA
,,08-Oct-15,3 EA,3,$13.05,CA
,,15-Oct-15,3 EA,1,$4.15,CA
,,22-Oct-15,3 EA,2,$8.06,CA
,,05-Oct-15,3 EA,1,$4.35,CA
,,06-Oct-15,3 EA,1,$4.35,CA
CILANTRO 30 CT USA Total,,,,9,$38.44,
CUCUMBER HOT HOUSE 12 CT,2690,01-Oct-15,CS,1,$14.88,CA
,,15-Oct-15,CS,2,$29.22,CA
,,12-Oct-15,CS,2,$28.54,CA
,,29-Oct-15,CS,2,$35.90,CA
,,19-Oct-15,CS,3,$50.85,CA
,,26-Oct-15,CS,2,$35.90,CA
,,05-Oct-15,CS,5,$71.35,CA
,,27-Oct-15,CS,2,$35.90,CA
,,06-Oct-15,CS,1,$14.27,CA
,,13-Oct-15,CS,3,$43.49,CA
,,20-Oct-15,CS,2,$33.90,CA
CUCUMBER HOT HOUSE 12 CT Total,,,,25,$394.20,
CUCUMBER SELECT 1-1/9 BU,2710,01-Oct-15,3 #,11,$35.86,FL
,,01-Oct-15,CS,2,$34.30,FL
,,08-Oct-15,3 #,6,$18.60,FL
,,08-Oct-15,CS,1,$14.37,FL
,,15-Oct-15,3 #,8,$24.56,FL
,,15-Oct-15,CS,1,$13.74,FL
,,22-Oct-15,3 #,7,$21.49,FL
,,22-Oct-15,CS,1,$13.92,FL
,,12-Oct-15,CS,2,$28.74,FL
,,29-Oct-15,3 #,5,$15.70,FL
,,26-Oct-15,3 #,1,$3.14,FL
,,26-Oct-15,CS,2,$30.42,FL
,,05-Oct-15,CS,1,$14.37,FL
,,27-Oct-15,3 #,4,$12.56,FL
,,06-Oct-15,3 #,7,$21.70,FL
,,06-Oct-15,CS,1,$14.37,FL
,,13-Oct-15,3 #,7,$21.66,FL
,,13-Oct-15,CS,1,$14.37,FL
,,20-Oct-15,3 #,4,$12.28,FL
,,21-Oct-15,CS,1,$13.92,FL
CUCUMBER SELECT 1-1/9 BU Total,,,,73,$380.07,
EGGS LARGE 15 DZ USA,7910,08-Oct-15,CS,2,$69.20,FL
,,22-Oct-15,CS,2,$63.50,FL
,,12-Oct-15,CS,1,$34.60,FL
,,29-Oct-15,CS,3,$78.15,FL
,,19-Oct-15,CS,2,$63.50,FL
,,26-Oct-15,CS,2,$52.10,FL
,,05-Oct-15,CS,2,$69.20,FL
,,27-Oct-15,CS,2,$52.10,FL
,,06-Oct-15,CS,1,$34.60,FL
,,13-Oct-15,CS,1,$31.75,FL
,,20-Oct-15,CS,1,$31.75,FL
EGGS LARGE 15 DZ USA Total,,,,19,$580.45,
EGGS LARGE 30 DZ USA,7920,05-Oct-15,CS,1,$66.25,FL
EGGS LARGE 30 DZ USA Total,,,,1,$66.25,
GRAPEFRUIT RED 36-40 CT,1620,12-Oct-15,CS,27,$815.13,FL
,,26-Oct-15,CS,3,$98.40,FL
GRAPEFRUIT RED 36-40 CT Total,,,,30,$913.53,
GRAPES GREEN SEEDLESS,1760,01-Oct-15,CS,4,$87.72,CA
,,12-Oct-15,2 #,1,$5.70,CA
,,19-Oct-15,CS,1,$31.95,CA
,,26-Oct-15,CS,1,$35.95,CA
,,05-Oct-15,CS,9,$233.10,CA
,,27-Oct-15,CS,2,$71.90,CA
,,06-Oct-15,CS,4,$103.60,CA
,,13-Oct-15,CS,3,$86.80,CA
,,20-Oct-15,CS,2,$63.90,CA
,,21-Oct-15,CS,2,$63.90,CA
GRAPES GREEN SEEDLESS Total,,,,29,$784.52,
HONEYDEW 5/6 CT,1820,01-Oct-15,CS,1,$15.86,CA
,,05-Oct-15,CS,3,$50.82,CA
,,06-Oct-15,CS,1,$16.94,CA
HONEYDEW 5/6 CT Total,,,,5,$83.62,
KALE GREEN 24 CT USA,2140,01-Oct-15,CS,7,$97.65,SC
,,01-Oct-15,EA,7,$20.65,SC
,,08-Oct-15,CS,5,$117.25,SC
,,08-Oct-15,EA,4,$13.68,SC
,,15-Oct-15,CS,4,$63.80,SC
,,15-Oct-15,EA,6,$20.52,SC
,,22-Oct-15,CS,4,$53.80,SC
,,22-Oct-15,EA,10,$29.20,SC
,,12-Oct-15,CS,3,$70.35,SC
,,12-Oct-15,EA,3,$10.26,SC
,,29-Oct-15,CS,7,$178.15,SC
,,29-Oct-15,EA,4,$14.08,SC
,,19-Oct-15,CS,3,$40.35,SC
,,19-Oct-15,EA,7,$20.44,SC
,,26-Oct-15,CS,2,$50.90,SC
,,26-Oct-15,EA,16,$56.32,SC
,,05-Oct-15,CS,3,$70.35,SC
,,05-Oct-15,EA,10,$34.20,SC
,,27-Oct-15,CS,3,$76.35,SC
,,27-Oct-15,EA,16,$56.32,SC
,,06-Oct-15,CS,3,$70.35,SC
,,06-Oct-15,EA,8,$27.36,SC
,,13-Oct-15,CS,5,$97.25,SC
,,13-Oct-15,EA,15,$51.30,SC
,,20-Oct-15,CS,6,$80.70,SC
,,20-Oct-15,EA,12,$35.04,SC
,,21-Oct-15,CS,1,$13.45,SC
KALE GREEN 24 CT USA Total,,,,174,"$1,470.07",
LEMONS 165 CT,1640,01-Oct-15,DOZ,1,$4.75,CA
,,08-Oct-15,DOZ,2,$9.74,CA
,,22-Oct-15,DOZ,1,$6.39,CA
,,12-Oct-15,DOZ,1,$4.87,CA
,,29-Oct-15,DOZ,2,$13.98,CA
,,19-Oct-15,DOZ,1,$6.39,CA
,,05-Oct-15,DOZ,2,$9.74,CA
,,06-Oct-15,CS,2,$68.02,CA
LEMONS 165 CT Total,,,,12,$123.88,
"LETTUCE 1/8"" SHRED 4/5 LB",6180,01-Oct-15,CS,1,$23.59,CA
,,01-Oct-15,EACH,12,$97.80,CA
,,08-Oct-15,CS,3,$70.77,CA
,,08-Oct-15,EACH,9,$73.35,CA
,,15-Oct-15,CS,1,$23.59,CA
,,15-Oct-15,EACH,9,$73.35,CA
,,22-Oct-15,EACH,11,$84.15,CA
,,12-Oct-15,CS,3,$70.77,CA
,,12-Oct-15,EACH,3,$24.45,CA
,,29-Oct-15,EACH,11,$84.15,CA
,,19-Oct-15,CS,3,$64.77,CA
,,19-Oct-15,EACH,4,$30.60,CA
,,26-Oct-15,CS,2,$43.18,CA
,,26-Oct-15,EACH,2,$15.30,CA
,,05-Oct-15,CS,4,$94.36,CA
,,05-Oct-15,EACH,5,$40.75,CA
,,27-Oct-15,CS,7,$151.13,CA
,,27-Oct-15,EACH,4,$30.60,CA
,,06-Oct-15,CS,8,$188.72,CA
,,06-Oct-15,EACH,1,$8.15,CA
,,13-Oct-15,CS,10,$235.90,CA
,,13-Oct-15,EACH,7,$57.05,CA
,,20-Oct-15,CS,5,$107.95,CA
,,20-Oct-15,EACH,6,$45.90,CA
,,21-Oct-15,CS,1,$21.59,CA
"LETTUCE 1/8"" SHRED 4/5 LB Total",,,,132,"$1,761.92",
LETTUCE SWEET SPRING MIX 3/1 LB,2220,01-Oct-15,CS,2,$23.60,CA
,,08-Oct-15,CS,2,$18.24,CA
,,05-Oct-15,CS,3,$27.36,CA
,,13-Oct-15,CS,2,$21.90,CA
,,20-Oct-15,CS,2,$21.90,CA
LETTUCE SWEET SPRING MIX 3/1 LB Total,,,,11,$113.00,
ONIONS RED JUMBO 25 LB,4810,15-Oct-15,5 #,1,$6.86,ID
,,29-Oct-15,CS,1,$20.21,CA
,,06-Oct-15,5 #,1,$6.86,ID
,,13-Oct-15,5 #,1,$6.86,CA
ONIONS RED JUMBO 25 LB Total,,,,4,$40.79,
ONIONS YELLOW JUMBO ROUND 50 LB,4850,01-Oct-15,5 #,1,$4.26,PA
,,15-Oct-15,5 #,1,$4.15,ID
,,22-Oct-15,5 #,4,$16.04,ID
,,29-Oct-15,5 #,2,$8.28,CO
,,26-Oct-15,5 #,2,$8.28,ID
,,05-Oct-15,5 #,1,$4.15,PA
,,27-Oct-15,5 #,5,$20.70,ID
,,27-Oct-15,CS,1,$17.05,ID
,,06-Oct-15,5 #,5,$20.75,PA
,,13-Oct-15,5 #,2,$8.30,ID
,,20-Oct-15,5 #,4,$16.04,ID
ONIONS YELLOW JUMBO ROUND 50 LB Total,,,,28,$128.00,
PEARS BOSC 70/100,1890,05-Oct-15,CS,1,$34.92,WA
PEARS BOSC 70/100 Total,,,,1,$34.92,
PEARS D'ANJOU 90,1930,22-Oct-15,CS,1,$32.84,WA
,,29-Oct-15,CS,1,$32.84,WA
,,19-Oct-15,CS,2,$65.68,WA
,,05-Oct-15,CS,1,$36.33,WA
,,06-Oct-15,CS,1,$36.33,WA
,,13-Oct-15,CS,1,$36.33,WA
,,20-Oct-15,CS,2,$65.68,WA
PEARS D'ANJOU 90 Total,,,,9,$306.03,
PEPPER GREEN LARGE 1-1/9 BU,2820,01-Oct-15,5 #,8,$53.92,GA
,,08-Oct-15,5 #,6,$41.34,GA
,,15-Oct-15,5 #,4,$27.80,GA
,,22-Oct-15,5 #,9,$65.70,GA
,,12-Oct-15,5 #,1,$6.89,GA
,,29-Oct-15,5 #,8,$52.24,GA
,,19-Oct-15,5 #,4,$29.20,GA
,,19-Oct-15,CS,1,$20.18,GA
,,26-Oct-15,5 #,1,$6.53,FL
,,26-Oct-15,CS,1,$17.11,GA
,,05-Oct-15,5 #,3,$20.67,GA
,,05-Oct-15,CS,1,$18.55,GA
,,27-Oct-15,5 #,10,$65.30,FL
,,27-Oct-15,CS,2,$34.22,FL
,,06-Oct-15,5 #,7,$48.23,GA
,,06-Oct-15,CS,2,$37.10,GA
,,13-Oct-15,5 #,8,$55.36,GA
,,20-Oct-15,5 #,5,$36.50,GA
,,20-Oct-15,CS,2,$40.36,GA
PEPPER GREEN LARGE 1-1/9 BU Total,,,,83,$677.20,
PEPPER RED 1-1/9 BU,2870,27-Oct-15,2 #,1,$6.31,SC
,,06-Oct-15,2 #,1,$5.33,AZ
PEPPER RED 1-1/9 BU Total,,,,2,$11.64,
PINEAPPLE GOLDEN 6/7 CT COSTA RICA,1960,12-Oct-15,EACH,2,$10.16,COSTA RICA
,,05-Oct-15,CS,10,$169.50,COSTA RICA
PINEAPPLE GOLDEN 6/7 CT COSTA RICA Total,,,,12,$179.66,
RADISH RED 14/1 LB,3007,06-Oct-15,EA,1,$3.39,MI
,,20-Oct-15,EA,2,$6.50,MI
RADISH RED 14/1 LB Total,,,,3,$9.89,
ROMAINE CHOPPED 6/2 LB,6300,01-Oct-15,CS,15,$261.75,CA
,,01-Oct-15,EACH,3,$16.71,CA
,,08-Oct-15,CS,12,$209.40,CA
,,08-Oct-15,EACH,2,$11.14,CA
,,15-Oct-15,CS,14,$244.30,CA
,,15-Oct-15,EACH,3,$16.71,CA
,,22-Oct-15,CS,15,$261.75,CA
,,22-Oct-15,EACH,2,$11.14,CA
,,12-Oct-15,CS,7,$122.15,CA
,,29-Oct-15,CS,10,$174.50,CA
,,29-Oct-15,EACH,3,$16.71,CA
,,19-Oct-15,CS,14,$244.30,CA
,,26-Oct-15,CS,7,$122.15,CA
,,05-Oct-15,CS,12,$209.40,CA
,,27-Oct-15,CS,12,$209.40,CA
,,27-Oct-15,EACH,3,$16.71,CA
,,06-Oct-15,CS,15,$261.75,CA
,,06-Oct-15,EACH,3,$16.71,CA
,,13-Oct-15,CS,15,$261.75,CA
,,13-Oct-15,EACH,3,$16.71,CA
,,20-Oct-15,CS,13,$226.85,CA
,,20-Oct-15,EACH,1,$5.57,CA
,,21-Oct-15,CS,2,$34.90,CA
ROMAINE CHOPPED 6/2 LB Total,,,,186,"$2,972.46",
SALAD SEPARATE W/COLOR 4/5 LB,6340,01-Oct-15,EA,1,$6.96,CA
,,08-Oct-15,CS,1,$23.25,CA
,,22-Oct-15,CS,1,$21.45,CA
,,29-Oct-15,CS,1,$21.25,CA
,,19-Oct-15,EA,2,$15.94,CA
,,27-Oct-15,CS,3,$63.75,CA
,,27-Oct-15,EA,1,$7.92,CA
,,06-Oct-15,CS,1,$23.25,CA
,,13-Oct-15,CS,3,$69.75,CA
SALAD SEPARATE W/COLOR 4/5 LB Total,,,,14,$253.52,
SPINACH 4/2.5 LB,2320,06-Oct-15,CS,1,$18.08,CA
,,20-Oct-15,CS,1,$20.95,CA
SPINACH 4/2.5 LB Total,,,,2,$39.03,
TANGERINE 120 CT,1720,01-Oct-15,CS,1,$27.45,FL
,,08-Oct-15,CS,9,$246.69,FL
,,19-Oct-15,CS,36,"$1,006.56",FL
,,05-Oct-15,CS,35,$959.35,FL
,,06-Oct-15,CS,13,$356.33,FL
TANGERINE 120 CT Total,,,,94,"$2,596.38",
TOMATOES 6X6 25 LB,5880,01-Oct-15,5 #,2,$15.08,TN
,,01-Oct-15,CS,7,$148.12,TN
,,08-Oct-15,5 #,4,$30.00,TN
,,08-Oct-15,CS,4,$83.96,TN
,,15-Oct-15,CS,2,$41.98,TN
,,22-Oct-15,5 #,1,$7.60,TN
,,22-Oct-15,CS,4,$85.52,TN
,,12-Oct-15,CS,3,$62.97,TN
,,29-Oct-15,5 #,5,$45.75,FL
,,29-Oct-15,CS,2,$55.20,FL
,,19-Oct-15,CS,2,$42.76,TN
,,26-Oct-15,CS,5,$138.00,FL
,,05-Oct-15,5 #,1,$7.50,TN
,,05-Oct-15,CS,2,$41.98,TN
,,27-Oct-15,5 #,2,$18.30,FL
,,27-Oct-15,CS,6,$165.60,FL
,,06-Oct-15,5 #,2,$15.00,TN
,,06-Oct-15,CS,5,$104.95,TN
,,13-Oct-15,5 #,1,$7.50,TN
,,13-Oct-15,CS,8,$168.12,TN
,,20-Oct-15,CS,5,$106.90,TN
,,21-Oct-15,CS,1,$21.38,TN
TOMATOES 6X6 25 LB Total,,,,74,"$1,414.17",
TOMATOES CHERRY 12/1 PINT,5820,15-Oct-15,EACH,2,$10.22,GA
,,22-Oct-15,EACH,6,$31.02,GA
,,12-Oct-15,CS,1,$24.95,GA
,,19-Oct-15,CS,1,$29.19,GA
,,26-Oct-15,CS,4,$103.40,GA
,,05-Oct-15,CS,4,$99.80,MX
,,27-Oct-15,CS,1,$25.85,GA
,,06-Oct-15,CS,1,$24.95,MX
,,06-Oct-15,EACH,4,$19.00,MX
,,20-Oct-15,CS,3,$87.57,GA
TOMATOES CHERRY 12/1 PINT Total,,,,27,$455.95,
TOMATOES GRAPE 12/1 PINT,5840,01-Oct-15,CS,6,$83.04,FL
,,01-Oct-15,EACH,6,$20.40,FL
,,08-Oct-15,CS,8,$109.60,GA
,,08-Oct-15,EACH,8,$27.12,GA
,,15-Oct-15,CS,2,$31.40,GA
,,15-Oct-15,EACH,10,$33.90,GA
,,22-Oct-15,CS,5,$107.85,FL
,,22-Oct-15,EACH,6,$24.30,FL
,,12-Oct-15,CS,4,$54.80,GA
,,29-Oct-15,EACH,16,$65.12,FL
,,19-Oct-15,CS,1,$21.57,GA
,,26-Oct-15,CS,4,$87.40,FL
,,05-Oct-15,CS,7,$95.90,GA
,,27-Oct-15,CS,4,$87.40,FL
,,27-Oct-15,EACH,5,$20.35,FL
,,06-Oct-15,CS,2,$27.40,GA
,,13-Oct-15,CS,5,$70.50,GA
,,20-Oct-15,CS,1,$21.57,GA
,,20-Oct-15,EACH,4,$16.20,GA
,,21-Oct-15,CS,1,$21.57,FL
TOMATOES GRAPE 12/1 PINT Total,,,,105,"$1,027.39",
GRAPES RED SEEDLESS,1750,01-Oct-15,CS,1,$21.93,CA
,,08-Oct-15,CS,7,$153.30,CA
,,15-Oct-15,CS,4,$101.80,CA
,,22-Oct-15,CS,4,$101.80,CA
,,12-Oct-15,2 #,1,$4.99,CA
,,12-Oct-15,CS,2,$43.80,CA
,,29-Oct-15,CS,2,$45.54,CA
,,19-Oct-15,CS,1,$25.45,CA
,,26-Oct-15,CS,2,$45.54,CA
,,05-Oct-15,CS,11,$240.90,CA
,,27-Oct-15,CS,6,$136.62,CA
,,06-Oct-15,CS,5,$109.50,CA
,,13-Oct-15,CS,5,$109.50,CA
,,20-Oct-15,CS,4,$101.80,CA
,,21-Oct-15,CS,2,$50.90,CA
GRAPES RED SEEDLESS Total,,,,57,"$1,293.37",
ORANGE CA 138,1690,01-Oct-15,CS,24,$802.80,CA
,,08-Oct-15,CS,23,$769.35,CA
,,15-Oct-15,CS,34,"$1,134.45",CA
,,22-Oct-15,CS,27,$899.10,CA
,,12-Oct-15,CS,6,$200.70,CA
,,29-Oct-15,CS,19,$632.70,CA
,,19-Oct-15,CS,23,$765.90,CA
,,26-Oct-15,CS,21,$699.30,CA
,,05-Oct-15,CS,27,$903.15,CA
,,27-Oct-15,CS,28,$932.40,CA
,,06-Oct-15,CS,18,$602.10,CA
,,13-Oct-15,CS,29,$968.40,CA
,,20-Oct-15,CS,20,$666.00,CA
,,21-Oct-15,CS,3,$99.90,CA
ORANGE CA 138 Total,,,,302,"$10,076.25",
BERRIES BLACK 12/6 OZ,1540,05-Oct-15,CS,1,$30.01,CA
BERRIES BLACK 12/6 OZ Total,,,,1,$30.01,
KIWI TRAY 27/36,1780,01-Oct-15,CS,2,$23.96,CHILI
,,08-Oct-15,CS,4,$47.92,CHILI
,,15-Oct-15,CS,6,$70.20,CHILI
,,22-Oct-15,CS,10,$114.20,CHILI
,,29-Oct-15,CS,8,$91.36,CHILI
,,05-Oct-15,CS,8,$95.84,CHILI
KIWI TRAY 27/36 Total,,,,38,$443.48,
BANANA MANZANO,1507,12-Oct-15,CS,27,$650.70,EQUADOR
BANANA MANZANO Total,,,,27,$650.70,
BEETS RED 25 LB,3010,19-Oct-15,CS,13,$142.35,MI
,,20-Oct-15,CS,11,$120.45,MI
BEETS RED 25 LB Total,,,,24,$262.80,
BROCCOLI RAPINI  S/0,2500,12-Oct-15,CS,30,$843.90,CA
BROCCOLI RAPINI  S/0 Total,,,,30,$843.90,
BRUSSEL SPROUTS 25 LB,2510,19-Oct-15,CS,25,"$1,036.25",MEXICO
BRUSSEL SPROUTS 25 LB Total,,,,25,"$1,036.25",
CABBAGE RED CTN 14-20 CT,2550,26-Oct-15,CS,28,$530.60,NC
CABBAGE RED CTN 14-20 CT Total,,,,28,$530.60,
EGGPLANT CHINESE 10 LB,2722,12-Oct-15,CS,26,$648.70,HONDURAS
EGGPLANT CHINESE 10 LB Total,,,,26,$648.70,
ENDIVE BELGIAN 10 LB,2110,29-Oct-15,CS,9,$287.55,BELGIOM
,,26-Oct-15,CS,25,$798.75,BELGIOM
,,27-Oct-15,CS,-3,-$95.85,BELGIOM
,,06-Oct-15,CS,1,$21.45,BELGIOM
,,30-Oct-15,CS,-2,-$63.90,BELGIOM
ENDIVE BELGIAN 10 LB Total,,,,30,$948.00,
MUSHROOM WHITE BUTTON 10 LB USA,5100,05-Oct-15,CS,27,$484.65,PA
MUSHROOM WHITE BUTTON 10 LB USA Total,,,,27,$484.65,
PEAS SUGAR SNAP 10 LB,2790,05-Oct-15,CS,28,$861.56,PERU
PEAS SUGAR SNAP 10 LB Total,,,,28,$861.56,
PERSIMMON FUYU,1971,08-Oct-15,CS,1,$30.95,CA
,,05-Oct-15,CS,29,$897.55,CA
PERSIMMON FUYU Total,,,,30,$928.50,
PLUMS RED VF,1967,26-Oct-15,CS,59,"$1,954.67",CA
PLUMS RED VF Total,,,,59,"$1,954.67",
POMEGRANATE 30,1970,19-Oct-15,CS,42,"$1,167.18",CA
POMEGRANATE 30 Total,,,,42,"$1,167.18",
CABBAGE GRN SHRED 4/5  W/SEP COLOR,6040,15-Oct-15,EACH,3,$22.53,CA
,,26-Oct-15,CS,1,$17.87,CA
,,06-Oct-15,CS,1,$19.45,CA
,,20-Oct-15,CS,1,$16.61,CA
,,20-Oct-15,EACH,8,$56.00,CA
CABBAGE GRN SHRED 4/5  W/SEP COLOR Total,,,,14,$132.46,
PEARS BARTLETT 80/90,1880,01-Oct-15,CS,4,$115.68,WA
,,08-Oct-15,CS,5,$134.00,WA
,,15-Oct-15,CS,6,$149.35,WA
,,22-Oct-15,CS,8,$198.72,WA
,,12-Oct-15,CS,2,$53.60,WA
,,29-Oct-15,CS,4,$99.36,WA
,,19-Oct-15,CS,2,$49.68,WA
,,26-Oct-15,CS,5,$124.20,WA
,,05-Oct-15,CS,1,$26.80,WA
,,27-Oct-15,CS,6,$149.04,WA
,,06-Oct-15,CS,3,$80.40,WA
,,13-Oct-15,CS,3,$80.40,WA
,,20-Oct-15,CS,4,$99.36,WA
,,21-Oct-15,CS,2,$49.68,WA
PEARS BARTLETT 80/90 Total,,,,55,"$1,410.27",
APPLES GOLD DEL 125,1173,15-Oct-15,CS,2,$57.02,WA
,,22-Oct-15,CS,2,$57.68,WA
APPLES GOLD DEL 125 Total,,,,4,$114.70,
ASPARAGUS STANDARD 11 LB,2410,05-Oct-15,CS,1,$28.40,PERU
ASPARAGUS STANDARD 11 LB Total,,,,1,$28.40,
WATERMELON SDLS 4/5 CT,1830,19-Oct-15,EACH,2,$16.34,TX
,,05-Oct-15,EACH,7,$76.09,TX
,,06-Oct-15,EACH,2,$21.74,TX
,,07-Oct-15,EACH,-2,-$21.74,TX
WATERMELON SDLS 4/5 CT Total,,,,9,$92.43,
BROCCOLI FLORETS 6/3 LB,2490,13-Oct-15,EACH,1,$7.34,CA
BROCCOLI FLORETS 6/3 LB Total,,,,1,$7.34,
CAULIFLOWER FLORETS 4/3,6092,13-Oct-15,EA,1,$9.20,CA
CAULIFLOWER FLORETS 4/3 Total,,,,1,$9.20,
ONIONS GREEN ICELESS 48 CT,4800,01-Oct-15,EACH,1,$2.63,MEXICO
ONIONS GREEN ICELESS 48 CT Total,,,,1,$2.63,
PUMPKIN FACE LARGE 40-50 CT,400,05-Oct-15,EACH,3,$17.73,NC
PUMPKIN FACE LARGE 40-50 CT Total,,,,3,$17.73,
"PUMPKIN PIE 24"" BIN",480,05-Oct-15,EACH,2,$7.20,NC
"PUMPKIN PIE 24"" BIN Total",,,,2,$7.20,
SQUASH BUTTERNUT 35 LB,4110,05-Oct-15,CS,5,$106.00,NJ
SQUASH BUTTERNUT 35 LB Total,,,,5,$106.00,
POTATOES IDAHO 090 CT,4309,15-Oct-15,CS,1,$16.87,ID
,,29-Oct-15,CS,1,$19.26,ID
POTATOES IDAHO 090 CT Total,,,,2,$36.13,
ROMAINE LINER 24 CT,2270,01-Oct-15,CS,2,$51.84,CA
,,08-Oct-15,CS,2,$57.90,CA
,,15-Oct-15,CS,2,$55.90,CA
,,22-Oct-15,CS,1,$25.17,CA
,,29-Oct-15,CS,1,$25.52,CA
,,19-Oct-15,CS,1,$25.17,CA
,,26-Oct-15,CS,3,$76.56,CA
,,05-Oct-15,CS,1,$28.95,CA
,,27-Oct-15,CS,1,$25.52,CA
,,06-Oct-15,CS,2,$57.90,CA
,,13-Oct-15,CS,2,$57.90,CA
,,20-Oct-15,CS,1,$25.17,CA
ROMAINE LINER 24 CT Total,,,,19,$513.50,
APPLES GRANNY SMITH 125,1215,16-Nov-15,CS,8,$245.12,WA
,,09-Nov-15,CS,5,$146.95,WA
,,02-Nov-15,CS,5,$146.95,WA
,,12-Nov-15,CS,13,$382.07,WA
,,19-Nov-15,CS,10,$306.40,WA
,,05-Nov-15,CS,9,$264.51,WA
,,30-Nov-15,CS,6,$182.04,WA
,,03-Nov-15,CS,19,$558.41,WA
,,10-Nov-15,CS,19,$558.41,WA
,,17-Nov-15,CS,16,$490.24,WA
APPLES GRANNY SMITH 125 Total,,,,110,"$3,281.10",
APPLES RED DEL 125 XF,1390,16-Nov-15,CS,13,$311.48,WA
,,09-Nov-15,CS,17,$407.32,WA
,,02-Nov-15,CS,18,$452.52,WA
,,12-Nov-15,CS,27,$646.92,WA
,,19-Nov-15,CS,14,$335.44,WA
,,05-Nov-15,CS,28,$703.92,WA
,,30-Nov-15,CS,18,$510.12,WA
,,03-Nov-15,CS,29,$729.06,WA
,,10-Nov-15,CS,30,$718.80,WA
,,17-Nov-15,CS,27,$646.92,WA
APPLES RED DEL 125 XF Total,,,,221,"$5,462.50",
BANANAS IP 150 CT,1502,16-Nov-15,CS,23,$481.85,HONDURAS
,,09-Nov-15,CS,15,$314.25,HONDURAS
,,02-Nov-15,CS,21,$439.95,HONDURAS
,,12-Nov-15,CS,18,$377.10,HONDURAS
,,19-Nov-15,CS,5,$104.75,HONDURAS
,,05-Nov-15,CS,7,$146.65,HONDURAS
,,30-Nov-15,CS,22,$438.90,HONDURAS
,,03-Nov-15,CS,15,$314.25,HONDURAS
,,10-Nov-15,CS,17,$356.15,HONDURAS
,,17-Nov-15,CS,15,$314.25,HONDURAS
BANANAS IP 150 CT Total,,,,158,"$3,288.10",
BERRIES BLUE 12/6 OZ,1549,03-Nov-15,CS,1,$56.45,MI
,,10-Nov-15,CS,1,$56.45,MI
BERRIES BLUE 12/6 OZ Total,,,,2,$112.90,
BERRIES STRAW DRISCOLL 8/1 LB,1570,05-Nov-15,CS,2,$60.60,CA
BERRIES STRAW DRISCOLL 8/1 LB Total,,,,2,$60.60,
BROCCOLI FLORETS---4/3 LB---,2506,16-Nov-15,CS,1,$24.45,CA
,,16-Nov-15,EA,6,$50.16,CA
,,09-Nov-15,CS,4,$103.52,CA
,,09-Nov-15,EA,6,$52.32,CA
,,02-Nov-15,CS,7,$181.16,CA
,,02-Nov-15,EA,6,$52.32,CA
,,12-Nov-15,CS,3,$77.64,CA
,,12-Nov-15,EA,5,$43.60,CA
,,19-Nov-15,EA,2,$16.72,CA
,,05-Nov-15,CS,2,$51.76,CA
,,05-Nov-15,EA,5,$43.60,CA
,,30-Nov-15,CS,6,$138.60,CA
,,30-Nov-15,EA,4,$32.12,CA
,,03-Nov-15,CS,2,$51.76,CA
,,03-Nov-15,EA,1,$8.72,CA
,,10-Nov-15,CS,3,$77.64,CA
,,10-Nov-15,EA,5,$43.60,CA
,,17-Nov-15,EA,4,$33.44,CA
BROCCOLI FLORETS---4/3 LB--- Total,,,,72,"$1,083.13",
CARROT STICKS 4/5 LB,6060,16-Nov-15,EA,2,$17.04,CA
,,30-Nov-15,CS,2,$51.18,CA
CARROT STICKS 4/5 LB Total,,,,4,$68.22,
CARROTS 100/2 OZ,6085,16-Nov-15,CS,3,$54.63,CA
,,09-Nov-15,CS,3,$55.86,CA
,,02-Nov-15,CS,4,$89.80,CA
,,12-Nov-15,CS,8,$148.96,CA
,,19-Nov-15,CS,13,$236.73,CA
,,05-Nov-15,CS,5,$112.25,CA
,,30-Nov-15,CS,2,$37.30,CA
,,03-Nov-15,CS,5,$112.25,CA
,,10-Nov-15,CS,6,$111.72,CA
,,17-Nov-15,CS,7,$128.70,CA
,,18-Nov-15,CS,-3,-$55.86,CA
CARROTS 100/2 OZ Total,,,,53,"$1,032.34",
CARROTS BABY PEELED 30/1 LB,2570,16-Nov-15,EACH,3,$9.24,CA
