"date","item","price","florida","provider","year","month","week","year_month","year_week"
2014-09-03,"GRAPES",189,"Florida","direct",2014,9,35,"2014-9","2014-35"
2014-10-03,"PERSIMMONS",251,"Florida","direct",2014,10,39,"2014-10","2014-39"
2014-10-27,"APPLES",87.6,"Non-Florida","distributor",2014,10,43,"2014-10","2014-43"
2014-10-27,"APPLES",146,"Non-Florida","distributor",2014,10,43,"2014-10","2014-43"
2014-10-27,"APPLES",298.5,"Non-Florida","distributor",2014,10,43,"2014-10","2014-43"
2014-10-27,"APPLES",173.1,"Non-Florida","distributor",2014,10,43,"2014-10","2014-43"
2014-10-27,"ASPARAGUS",185.7,"Non-Florida","distributor",2014,10,43,"2014-10","2014-43"
2014-10-27,"BANANAS",259.35,"Non-Florida","distributor",2014,10,43,"2014-10","2014-43"
2014-10-27,"BANANAS",20.4,"Non-Florida","distributor",2014,10,43,"2014-10","2014-43"
2014-10-27,"BROCCOLI",138.67,"Non-Florida","distributor",2014,10,43,"2014-10","2014-43"
2014-10-27,"CABBAGE",30.9,"Non-Florida","distributor",2014,10,43,"2014-10","2014-43"
2014-10-27,"CABBAGE",14.16,"Non-Florida","distributor",2014,10,43,"2014-10","2014-43"
2014-10-27,"CABBAGE",15.46,"Non-Florida","distributor",2014,10,43,"2014-10","2014-43"
2014-10-27,"CABBAGE",7.7,"Non-Florida","distributor",2014,10,43,"2014-10","2014-43"
2014-10-27,"CARROT",25.05,"Non-Florida","distributor",2014,10,43,"2014-10","2014-43"
2014-10-27,"CARROTS",32.75,"Non-Florida","distributor",2014,10,43,"2014-10","2014-43"
2014-10-27,"CUCUMBER",28.28,"Non-Florida","distributor",2014,10,43,"2014-10","2014-43"
2014-10-27,"EGGS",21.7,"Florida","distributor",2014,10,43,"2014-10","2014-43"
2014-10-27,"EGGS",40.45,"Florida","distributor",2014,10,43,"2014-10","2014-43"
2014-10-27,"ENDIVE",129.75,"Non-Florida","distributor",2014,10,43,"2014-10","2014-43"
2014-10-27,"GRAPEFRUIT",81.3,"Non-Florida","distributor",2014,10,43,"2014-10","2014-43"
2014-10-27,"GRAPES",178.15,"Non-Florida","distributor",2014,10,43,"2014-10","2014-43"
2014-10-27,"GRAPES",25.12,"Non-Florida","distributor",2014,10,43,"2014-10","2014-43"
2014-10-27,"KALE",6.14,"Non-Florida","distributor",2014,10,43,"2014-10","2014-43"
2014-10-27,"KALE",54.4,"Non-Florida","distributor",2014,10,43,"2014-10","2014-43"
2014-10-27,"LETTUCE",61.84,"Non-Florida","distributor",2014,10,43,"2014-10","2014-43"
2014-10-27,"LETTUCE",8.7,"Non-Florida","distributor",2014,10,43,"2014-10","2014-43"
2014-10-27,"ONIONS",6.03,"Non-Florida","distributor",2014,10,43,"2014-10","2014-43"
2014-10-27,"ONIONS",15.1,"Non-Florida","distributor",2014,10,43,"2014-10","2014-43"
2014-10-27,"ORANGES",45.8,"Non-Florida","distributor",2014,10,43,"2014-10","2014-43"
2014-10-27,"ORANGES",223.6,"Non-Florida","distributor",2014,10,43,"2014-10","2014-43"
2014-10-27,"ORANGES",153.65,"Florida","distributor",2014,10,43,"2014-10","2014-43"
2014-10-27,"PEPPER",28.92,"Non-Florida","distributor",2014,10,43,"2014-10","2014-43"
2014-10-27,"PEPPER",19.93,"Non-Florida","distributor",2014,10,43,"2014-10","2014-43"
2014-10-27,"PINEAPPLE",123.6,"Non-Florida","distributor",2014,10,43,"2014-10","2014-43"
2014-10-27,"PLUMS",27.43,"Non-Florida","distributor",2014,10,43,"2014-10","2014-43"
2014-10-27,"ROMAINE",59.58,"Non-Florida","distributor",2014,10,43,"2014-10","2014-43"
2014-10-27,"ROMAINE",220.8,"Non-Florida","distributor",2014,10,43,"2014-10","2014-43"
2014-10-27,"TANGERINE",49.9,"Florida","distributor",2014,10,43,"2014-10","2014-43"
2014-10-27,"TOMATOES",17.56,"Florida","distributor",2014,10,43,"2014-10","2014-43"
2014-10-27,"TOMATOES",78.36,"Florida","distributor",2014,10,43,"2014-10","2014-43"
2014-10-27,"TOMATOES",40.46,"Florida","distributor",2014,10,43,"2014-10","2014-43"
2014-10-27,"TOMATOES",60.69,"Florida","distributor",2014,10,43,"2014-10","2014-43"
2014-10-28,"APPLES",116.8,"Non-Florida","distributor",2014,10,43,"2014-10","2014-43"
2014-10-28,"APPLES",29.2,"Non-Florida","distributor",2014,10,43,"2014-10","2014-43"
2014-10-28,"APPLES",424.65,"Non-Florida","distributor",2014,10,43,"2014-10","2014-43"
2014-10-28,"APPLES",28.85,"Non-Florida","distributor",2014,10,43,"2014-10","2014-43"
2014-10-28,"BANANAS",259.35,"Non-Florida","distributor",2014,10,43,"2014-10","2014-43"
2014-10-28,"BERRIES",63.4,"Non-Florida","distributor",2014,10,43,"2014-10","2014-43"
2014-10-28,"BROCCOLI",19.81,"Non-Florida","distributor",2014,10,43,"2014-10","2014-43"
2014-10-28,"BROCCOLI",7.91,"Non-Florida","distributor",2014,10,43,"2014-10","2014-43"
2014-10-28,"CABBAGE",7.7,"Non-Florida","distributor",2014,10,43,"2014-10","2014-43"
2014-10-28,"CANTALOUPE",28.13,"Non-Florida","distributor",2014,10,43,"2014-10","2014-43"
2014-10-28,"CARROTS",24,"Non-Florida","distributor",2014,10,43,"2014-10","2014-43"
2014-10-28,"CARROTS",65.31,"Non-Florida","distributor",2014,10,43,"2014-10","2014-43"
2014-10-28,"CUCUMBER",23.45,"Non-Florida","distributor",2014,10,43,"2014-10","2014-43"
2014-10-28,"CUCUMBER",6.16,"Non-Florida","distributor",2014,10,43,"2014-10","2014-43"
2014-10-28,"EGGS",40.45,"Florida","distributor",2014,10,43,"2014-10","2014-43"
2014-10-28,"GRAPES",25.45,"Non-Florida","distributor",2014,10,43,"2014-10","2014-43"
2014-10-28,"GRAPES",75.36,"Non-Florida","distributor",2014,10,43,"2014-10","2014-43"
2014-10-28,"KALE",27.2,"Non-Florida","distributor",2014,10,43,"2014-10","2014-43"
2014-10-28,"KALE",8.61,"Non-Florida","distributor",2014,10,43,"2014-10","2014-43"
2014-10-28,"LETTUCE",6.12,"Non-Florida","distributor",2014,10,43,"2014-10","2014-43"
2014-10-28,"LETTUCE",9.51,"Non-Florida","distributor",2014,10,43,"2014-10","2014-43"
2014-10-28,"ONIONS",4.22,"Non-Florida","distributor",2014,10,43,"2014-10","2014-43"
2014-10-28,"ORANGES",370.57,"Non-Florida","distributor",2014,10,43,"2014-10","2014-43"
2014-10-28,"PEARS",31.85,"Non-Florida","distributor",2014,10,43,"2014-10","2014-43"
2014-10-28,"PEPPER",7.23,"Non-Florida","distributor",2014,10,43,"2014-10","2014-43"
2014-10-28,"PEPPER",13.71,"Florida","distributor",2014,10,43,"2014-10","2014-43"
2014-10-28,"PINEAPPLE",14.49,"Non-Florida","distributor",2014,10,43,"2014-10","2014-43"
2014-10-28,"PLUMS",27.43,"Non-Florida","distributor",2014,10,43,"2014-10","2014-43"
2014-10-28,"ROMAINE",59.58,"Non-Florida","distributor",2014,10,43,"2014-10","2014-43"
2014-10-28,"ROMAINE",183.79,"Non-Florida","distributor",2014,10,43,"2014-10","2014-43"
2014-10-28,"SALAD",49.65,"Non-Florida","distributor",2014,10,43,"2014-10","2014-43"
2014-10-28,"SPINACH",7.12,"Non-Florida","distributor",2014,10,43,"2014-10","2014-43"
2014-10-28,"TANGERINE",24.95,"Florida","distributor",2014,10,43,"2014-10","2014-43"
2014-10-28,"TOMATOES",8.78,"Florida","distributor",2014,10,43,"2014-10","2014-43"
2014-10-28,"TOMATOES",78.36,"Florida","distributor",2014,10,43,"2014-10","2014-43"
2014-10-28,"TOMATOES",20.23,"Florida","distributor",2014,10,43,"2014-10","2014-43"
2014-10-28,"TOMATOES",17.08,"Florida","distributor",2014,10,43,"2014-10","2014-43"
2014-10-28,"TOMATOES",57.97,"Florida","distributor",2014,10,43,"2014-10","2014-43"
2014-10-29,"APPLES",26.85,"Non-Florida","distributor",2014,10,43,"2014-10","2014-43"
2014-10-29,"APPLES",54.4,"Non-Florida","distributor",2014,10,43,"2014-10","2014-43"
2014-10-29,"APPLES",292,"Non-Florida","distributor",2014,10,43,"2014-10","2014-43"
2014-10-29,"APPLES",29.2,"Non-Florida","distributor",2014,10,43,"2014-10","2014-43"
2014-10-29,"APPLES",298.5,"Non-Florida","distributor",2014,10,43,"2014-10","2014-43"
2014-10-29,"APPLES",317.35,"Non-Florida","distributor",2014,10,43,"2014-10","2014-43"
2014-10-29,"BANANAS",15.3,"Non-Florida","distributor",2014,10,43,"2014-10","2014-43"
2014-10-29,"BANANAS",259.35,"Non-Florida","distributor",2014,10,43,"2014-10","2014-43"
2014-10-29,"BANANAS",10.2,"Non-Florida","distributor",2014,10,43,"2014-10","2014-43"
2014-10-29,"BERRIES",9.5,"Non-Florida","distributor",2014,10,43,"2014-10","2014-43"
2014-10-29,"BERRIES",11.28,"Non-Florida","distributor",2014,10,43,"2014-10","2014-43"
2014-10-29,"BROCCOLI",19.81,"Non-Florida","distributor",2014,10,43,"2014-10","2014-43"
2014-10-29,"BROCCOLI",31.64,"Non-Florida","distributor",2014,10,43,"2014-10","2014-43"
2014-10-29,"CABBAGE",38.94,"Non-Florida","distributor",2014,10,43,"2014-10","2014-43"
2014-10-29,"CABBAGE",15.46,"Non-Florida","distributor",2014,10,43,"2014-10","2014-43"
2014-10-29,"CABBAGE",6.12,"Non-Florida","distributor",2014,10,43,"2014-10","2014-43"
2014-10-29,"CABBAGE",7.7,"Non-Florida","distributor",2014,10,43,"2014-10","2014-43"
2014-10-29,"CANTALOUPE",5.06,"Non-Florida","distributor",2014,10,43,"2014-10","2014-43"
2014-10-29,"CARROT",25.05,"Non-Florida","distributor",2014,10,43,"2014-10","2014-43"
2014-10-29,"CARROTS",96,"Non-Florida","distributor",2014,10,43,"2014-10","2014-43"
2014-10-29,"CARROTS",18.66,"Non-Florida","distributor",2014,10,43,"2014-10","2014-43"
2014-10-29,"CARROTS",25.78,"Non-Florida","distributor",2014,10,43,"2014-10","2014-43"
2014-10-29,"CARROTS",8.7,"Non-Florida","distributor",2014,10,43,"2014-10","2014-43"
2014-10-29,"CUCUMBER",46.9,"Non-Florida","distributor",2014,10,43,"2014-10","2014-43"
2014-10-29,"CUCUMBER",21.56,"Non-Florida","distributor",2014,10,43,"2014-10","2014-43"
2014-10-29,"EGGS",43.4,"Florida","distributor",2014,10,43,"2014-10","2014-43"
2014-10-29,"GRAPES",10.78,"Non-Florida","distributor",2014,10,43,"2014-10","2014-43"
2014-10-29,"GRAPES",50.24,"Non-Florida","distributor",2014,10,43,"2014-10","2014-43"
2014-10-29,"HONEYDEW",20.52,"Non-Florida","distributor",2014,10,43,"2014-10","2014-43"
2014-10-29,"KALE",40.8,"Non-Florida","distributor",2014,10,43,"2014-10","2014-43"
2014-10-29,"KALE",8.61,"Non-Florida","distributor",2014,10,43,"2014-10","2014-43"
2014-10-29,"KIWI",16.27,"Non-Florida","distributor",2014,10,43,"2014-10","2014-43"
2014-10-29,"LEMONS",12.24,"Non-Florida","distributor",2014,10,43,"2014-10","2014-43"
2014-10-29,"LETTUCE",47.67,"Non-Florida","distributor",2014,10,43,"2014-10","2014-43"
2014-10-29,"LETTUCE",12.24,"Non-Florida","distributor",2014,10,43,"2014-10","2014-43"
2014-10-29,"ONIONS",6.03,"Non-Florida","distributor",2014,10,43,"2014-10","2014-43"
2014-10-29,"ORANGES",7.9,"Non-Florida","distributor",2014,10,43,"2014-10","2014-43"
2014-10-29,"ORANGES",426.47,"Non-Florida","distributor",2014,10,43,"2014-10","2014-43"
2014-10-29,"ORANGES",109.75,"Florida","distributor",2014,10,43,"2014-10","2014-43"
2014-10-29,"PEPPER",21.69,"Non-Florida","distributor",2014,10,43,"2014-10","2014-43"
2014-10-29,"PEPPER",38.26,"Non-Florida","distributor",2014,10,43,"2014-10","2014-43"
2014-10-29,"PLUMS",137.15,"Non-Florida","distributor",2014,10,43,"2014-10","2014-43"
2014-10-29,"POTATOES",16.97,"Non-Florida","distributor",2014,10,43,"2014-10","2014-43"
2014-10-29,"ROMAINE",89.37,"Non-Florida","distributor",2014,10,43,"2014-10","2014-43"
2014-10-29,"ROMAINE",165.39,"Non-Florida","distributor",2014,10,43,"2014-10","2014-43"
2014-10-29,"ROMAINE",10.64,"Non-Florida","distributor",2014,10,43,"2014-10","2014-43"
2014-10-29,"SALAD",33.1,"Non-Florida","distributor",2014,10,43,"2014-10","2014-43"
2014-10-29,"TOMATOES",43.9,"Florida","distributor",2014,10,43,"2014-10","2014-43"
2014-10-29,"TOMATOES",125.43,"Florida","distributor",2014,10,43,"2014-10","2014-43"
2014-10-29,"TOMATOES",20.23,"Florida","distributor",2014,10,43,"2014-10","2014-43"
2014-10-29,"WATERMELON",19.14,"Florida","distributor",2014,10,43,"2014-10","2014-43"
2014-10-30,"CUCUMBER",18.98,"Florida","distributor",2014,10,43,"2014-10","2014-43"
2014-11-03,"APPLES",27.2,"Non-Florida","distributor",2014,11,44,"2014-11","2014-44"
2014-11-03,"APPLES",278.5,"Non-Florida","distributor",2014,11,44,"2014-11","2014-44"
2014-11-03,"APPLES",139.25,"Non-Florida","distributor",2014,11,44,"2014-11","2014-44"
2014-11-03,"ASPARAGUS",30.95,"Non-Florida","distributor",2014,11,44,"2014-11","2014-44"
2014-11-03,"AVOCADO",534.6,"Non-Florida","distributor",2014,11,44,"2014-11","2014-44"
2014-11-03,"BANANA",10.2,"Non-Florida","distributor",2014,11,44,"2014-11","2014-44"
2014-11-03,"BANANA",139.65,"Non-Florida","distributor",2014,11,44,"2014-11","2014-44"
2014-11-03,"BROCCOLI",39.78,"Non-Florida","distributor",2014,11,44,"2014-11","2014-44"
2014-11-03,"BROCCOLI",23.79,"Non-Florida","distributor",2014,11,44,"2014-11","2014-44"
2014-11-03,"CARROT",17.24,"Non-Florida","distributor",2014,11,44,"2014-11","2014-44"
2014-11-03,"CARROTS",6.98,"Non-Florida","distributor",2014,11,44,"2014-11","2014-44"
2014-11-03,"CILANTRO",17.12,"Non-Florida","distributor",2014,11,44,"2014-11","2014-44"
2014-11-03,"CUCUMBER",2.98,"Non-Florida","distributor",2014,11,44,"2014-11","2014-44"
2014-11-03,"CUCUMBER",12.33,"Non-Florida","distributor",2014,11,44,"2014-11","2014-44"
2014-11-03,"EGGS",43.4,"Florida","distributor",2014,11,44,"2014-11","2014-44"
2014-11-03,"GRAPES",25.45,"Non-Florida","distributor",2014,11,44,"2014-11","2014-44"
2014-11-03,"GRAPES",81,"Non-Florida","distributor",2014,11,44,"2014-11","2014-44"
2014-11-03,"KALE",54.4,"Non-Florida","distributor",2014,11,44,"2014-11","2014-44"
2014-11-03,"KIWI",33.46,"Non-Florida","distributor",2014,11,44,"2014-11","2014-44"
2014-11-03,"LETTUCE",31.08,"Non-Florida","distributor",2014,11,44,"2014-11","2014-44"
2014-11-03,"LETTUCE",12.28,"Non-Florida","distributor",2014,11,44,"2014-11","2014-44"
2014-11-03,"ORANGES",3.37,"Non-Florida","distributor",2014,11,44,"2014-11","2014-44"
2014-11-03,"ORANGES",167.7,"Non-Florida","distributor",2014,11,44,"2014-11","2014-44"
2014-11-03,"PEPPER",6.05,"Florida","distributor",2014,11,44,"2014-11","2014-44"
2014-11-03,"PEPPER",30.4,"Florida","distributor",2014,11,44,"2014-11","2014-44"
2014-11-03,"ROMAINE",158.31,"Non-Florida","distributor",2014,11,44,"2014-11","2014-44"
2014-11-03,"SQUASH",220.33,"Florida","distributor",2014,11,44,"2014-11","2014-44"
2014-11-03,"TANGERINE",247.2,"Florida","distributor",2014,11,44,"2014-11","2014-44"
2014-11-03,"TOMATOES",78.36,"Florida","distributor",2014,11,44,"2014-11","2014-44"
2014-11-03,"TOMATOES",20.05,"Florida","distributor",2014,11,44,"2014-11","2014-44"
2014-11-03,"TOMATOES",7.84,"Florida","distributor",2014,11,44,"2014-11","2014-44"
2014-11-04,"APPLES",167.1,"Non-Florida","distributor",2014,11,44,"2014-11","2014-44"
2014-11-04,"APPLES",29.2,"Non-Florida","distributor",2014,11,44,"2014-11","2014-44"
2014-11-04,"APPLES",306.35,"Non-Florida","distributor",2014,11,44,"2014-11","2014-44"
2014-11-04,"APPLES",7.28,"Non-Florida","distributor",2014,11,44,"2014-11","2014-44"
2014-11-04,"APPLES",194.95,"Non-Florida","distributor",2014,11,44,"2014-11","2014-44"
2014-11-04,"BANANAS",5.1,"Non-Florida","distributor",2014,11,44,"2014-11","2014-44"
2014-11-04,"BANANAS",259.35,"Non-Florida","distributor",2014,11,44,"2014-11","2014-44"
2014-11-04,"BERRIES",5.63,"Non-Florida","distributor",2014,11,44,"2014-11","2014-44"
2014-11-04,"BROCCOLI",59.67,"Non-Florida","distributor",2014,11,44,"2014-11","2014-44"
2014-11-04,"BROCCOLI",15.86,"Non-Florida","distributor",2014,11,44,"2014-11","2014-44"
2014-11-04,"CABBAGE",24.56,"Non-Florida","distributor",2014,11,44,"2014-11","2014-44"
2014-11-04,"CARROT",8.62,"Non-Florida","distributor",2014,11,44,"2014-11","2014-44"
2014-11-04,"CARROTS",36.26,"Non-Florida","distributor",2014,11,44,"2014-11","2014-44"
2014-11-04,"CARROTS",98.32,"Non-Florida","distributor",2014,11,44,"2014-11","2014-44"
2014-11-04,"CARROTS",37.56,"Non-Florida","distributor",2014,11,44,"2014-11","2014-44"
2014-11-04,"CARROTS",18.9,"Non-Florida","distributor",2014,11,44,"2014-11","2014-44"
2014-11-04,"CARROTS",6.98,"Non-Florida","distributor",2014,11,44,"2014-11","2014-44"
2014-11-04,"CELERY",15.35,"Non-Florida","distributor",2014,11,44,"2014-11","2014-44"
2014-11-04,"CILANTRO",13.22,"Non-Florida","distributor",2014,11,44,"2014-11","2014-44"
2014-11-04,"CILANTRO",8.16,"Non-Florida","distributor",2014,11,44,"2014-11","2014-44"
2014-11-04,"CUCUMBER",70.35,"Non-Florida","distributor",2014,11,44,"2014-11","2014-44"
2014-11-04,"CUCUMBER",23.84,"Non-Florida","distributor",2014,11,44,"2014-11","2014-44"
2014-11-04,"CUCUMBER",12.33,"Non-Florida","distributor",2014,11,44,"2014-11","2014-44"
2014-11-04,"EGGS",65.1,"Florida","distributor",2014,11,44,"2014-11","2014-44"
2014-11-04,"GRAPES",5.43,"Non-Florida","distributor",2014,11,44,"2014-11","2014-44"
2014-11-04,"GRAPES",50.9,"Non-Florida","distributor",2014,11,44,"2014-11","2014-44"
2014-11-04,"GRAPES",135,"Non-Florida","distributor",2014,11,44,"2014-11","2014-44"
2014-11-04,"KALE",68,"Non-Florida","distributor",2014,11,44,"2014-11","2014-44"
2014-11-04,"KALE",22.96,"Non-Florida","distributor",2014,11,44,"2014-11","2014-44"
2014-11-04,"LEMONS",4.1,"Non-Florida","distributor",2014,11,44,"2014-11","2014-44"
2014-11-04,"LETTUCE",46.62,"Non-Florida","distributor",2014,11,44,"2014-11","2014-44"
2014-11-04,"LETTUCE",24.56,"Non-Florida","distributor",2014,11,44,"2014-11","2014-44"
2014-11-04,"LETTUCE",19.18,"Non-Florida","distributor",2014,11,44,"2014-11","2014-44"
2014-11-04,"ORANGES",670.8,"Non-Florida","distributor",2014,11,44,"2014-11","2014-44"
2014-11-04,"PEARS",38.85,"Non-Florida","distributor",2014,11,44,"2014-11","2014-44"
2014-11-04,"PEPPER",42.35,"Florida","distributor",2014,11,44,"2014-11","2014-44"
2014-11-04,"PEPPER",15.2,"Florida","distributor",2014,11,44,"2014-11","2014-44"
2014-11-04,"PEPPER",7.45,"Non-Florida","distributor",2014,11,44,"2014-11","2014-44"
2014-11-04,"PLUMS",54.86,"Non-Florida","distributor",2014,11,44,"2014-11","2014-44"
2014-11-04,"ROMAINE",281.44,"Non-Florida","distributor",2014,11,44,"2014-11","2014-44"
2014-11-04,"ROMAINE",15.54,"Non-Florida","distributor",2014,11,44,"2014-11","2014-44"
2014-11-04,"SALAD",31.48,"Non-Florida","distributor",2014,11,44,"2014-11","2014-44"
2014-11-04,"TANGERINE",148.32,"Florida","distributor",2014,11,44,"2014-11","2014-44"
2014-11-04,"TOMATOES",26.34,"Florida","distributor",2014,11,44,"2014-11","2014-44"
2014-11-04,"TOMATOES",78.36,"Florida","distributor",2014,11,44,"2014-11","2014-44"
2014-11-04,"TOMATOES",40.1,"Florida","distributor",2014,11,44,"2014-11","2014-44"
2014-11-04,"TOMATOES",15.68,"Florida","distributor",2014,11,44,"2014-11","2014-44"
2014-11-06,"APPLES",7.28,"Non-Florida","distributor",2014,11,44,"2014-11","2014-44"
2014-11-06,"APPLES",194.95,"Non-Florida","distributor",2014,11,44,"2014-11","2014-44"
2014-11-06,"APPLES",29.2,"Non-Florida","distributor",2014,11,44,"2014-11","2014-44"
2014-11-06,"APPLES",306.35,"Non-Florida","distributor",2014,11,44,"2014-11","2014-44"
2014-11-06,"APPLES",278.5,"Non-Florida","distributor",2014,11,44,"2014-11","2014-44"
2014-11-06,"BANANAS",259.35,"Non-Florida","distributor",2014,11,44,"2014-11","2014-44"
2014-11-06,"BROCCOLI",15.86,"Non-Florida","distributor",2014,11,44,"2014-11","2014-44"
2014-11-06,"CABBAGE",14.45,"Non-Florida","distributor",2014,11,44,"2014-11","2014-44"
2014-11-06,"CABBAGE",15.54,"Non-Florida","distributor",2014,11,44,"2014-11","2014-44"
2014-11-06,"CARROT",25.48,"Non-Florida","distributor",2014,11,44,"2014-11","2014-44"
2014-11-06,"CARROTS",36.26,"Non-Florida","distributor",2014,11,44,"2014-11","2014-44"
2014-11-06,"CARROTS",49.16,"Non-Florida","distributor",2014,11,44,"2014-11","2014-44"
2014-11-06,"CARROTS",12.52,"Non-Florida","distributor",2014,11,44,"2014-11","2014-44"
2014-11-06,"CARROTS",6.98,"Non-Florida","distributor",2014,11,44,"2014-11","2014-44"
2014-11-06,"CELERY",18.42,"Non-Florida","distributor",2014,11,44,"2014-11","2014-44"
2014-11-06,"CELERY",17.58,"Non-Florida","distributor",2014,11,44,"2014-11","2014-44"
2014-11-06,"CUCUMBER",17.88,"Non-Florida","distributor",2014,11,44,"2014-11","2014-44"
2014-11-06,"CUCUMBER",12.33,"Non-Florida","distributor",2014,11,44,"2014-11","2014-44"
2014-11-06,"EGGS",86.8,"Florida","distributor",2014,11,44,"2014-11","2014-44"
2014-11-06,"KALE",68,"Non-Florida","distributor",2014,11,44,"2014-11","2014-44"
2014-11-06,"KALE",5.74,"Non-Florida","distributor",2014,11,44,"2014-11","2014-44"
2014-11-06,"KIWI",33.46,"Non-Florida","distributor",2014,11,44,"2014-11","2014-44"
2014-11-06,"LEMONS",4.1,"Non-Florida","distributor",2014,11,44,"2014-11","2014-44"
2014-11-06,"LETTUCE",15.54,"Non-Florida","distributor",2014,11,44,"2014-11","2014-44"
2014-11-06,"LETTUCE",12.28,"Non-Florida","distributor",2014,11,44,"2014-11","2014-44"
2014-11-06,"ONIONS",4.22,"Non-Florida","distributor",2014,11,44,"2014-11","2014-44"
2014-11-06,"ORANGES",447.2,"Non-Florida","distributor",2014,11,44,"2014-11","2014-44"
2014-11-06,"PEARS",33.85,"Non-Florida","distributor",2014,11,44,"2014-11","2014-44"
2014-11-06,"PEARS",95.55,"Non-Florida","distributor",2014,11,44,"2014-11","2014-44"
2014-11-06,"PEPPER",30.25,"Non-Florida","distributor",2014,11,44,"2014-11","2014-44"
2014-11-06,"PLUMS",137.15,"Non-Florida","distributor",2014,11,44,"2014-11","2014-44"
2014-11-06,"POTATOES",14.95,"Non-Florida","distributor",2014,11,44,"2014-11","2014-44"
2014-11-06,"ROMAINE",83.52,"Non-Florida","distributor",2014,11,44,"2014-11","2014-44"
2014-11-06,"ROMAINE",193.49,"Non-Florida","distributor",2014,11,44,"2014-11","2014-44"
2014-11-06,"SALAD",31.48,"Non-Florida","distributor",2014,11,44,"2014-11","2014-44"
2014-11-06,"TANGERINE",74.16,"Florida","distributor",2014,11,44,"2014-11","2014-44"
2014-11-06,"TOMATOES",35.12,"Florida","distributor",2014,11,44,"2014-11","2014-44"
2014-11-06,"TOMATOES",26.12,"Florida","distributor",2014,11,44,"2014-11","2014-44"
2014-11-06,"TOMATOES",20.23,"Florida","distributor",2014,11,44,"2014-11","2014-44"
2014-11-10,"APPLES",439.45,"Non-Florida","distributor",2014,11,45,"2014-11","2014-45"
2014-11-10,"APPLES",252.9,"Non-Florida","distributor",2014,11,45,"2014-11","2014-45"
2014-11-10,"APPLES",204.4,"Non-Florida","distributor",2014,11,45,"2014-11","2014-45"
2014-11-10,"APPLES",445.6,"Non-Florida","distributor",2014,11,45,"2014-11","2014-45"
2014-11-10,"APPLES",139.25,"Non-Florida","distributor",2014,11,45,"2014-11","2014-45"
2014-11-10,"BANANAS",418.95,"Non-Florida","distributor",2014,11,45,"2014-11","2014-45"
2014-11-10,"BERRIES",31.77,"Non-Florida","distributor",2014,11,45,"2014-11","2014-45"
2014-11-10,"BROCCOLI",82.04,"Non-Florida","distributor",2014,11,45,"2014-11","2014-45"
2014-11-10,"BROCCOLI",24.33,"Non-Florida","distributor",2014,11,45,"2014-11","2014-45"
2014-11-10,"CABBAGE",12.58,"Non-Florida","distributor",2014,11,45,"2014-11","2014-45"
2014-11-10,"CANTALOUPE",27.67,"Non-Florida","distributor",2014,11,45,"2014-11","2014-45"
2014-11-10,"CARROTS",18.64,"Non-Florida","distributor",2014,11,45,"2014-11","2014-45"
2014-11-10,"CARROTS",49.46,"Non-Florida","distributor",2014,11,45,"2014-11","2014-45"
2014-11-10,"CARROTS",6.26,"Non-Florida","distributor",2014,11,45,"2014-11","2014-45"
2014-11-10,"CARROTS",33.85,"Non-Florida","distributor",2014,11,45,"2014-11","2014-45"
2014-11-10,"CELERY",35.76,"Non-Florida","distributor",2014,11,45,"2014-11","2014-45"
2014-11-10,"CILANTRO",2.8,"Non-Florida","distributor",2014,11,45,"2014-11","2014-45"
2014-11-10,"CUCUMBER",18.21,"Florida","distributor",2014,11,45,"2014-11","2014-45"
2014-11-10,"CUCUMBER",13.04,"Non-Florida","distributor",2014,11,45,"2014-11","2014-45"
2014-11-10,"CUCUMBER",17.1,"Non-Florida","distributor",2014,11,45,"2014-11","2014-45"
2014-11-10,"EGGS",86.8,"Florida","distributor",2014,11,45,"2014-11","2014-45"
2014-11-10,"GRAPES",76.35,"Non-Florida","distributor",2014,11,45,"2014-11","2014-45"
2014-11-10,"GRAPES",21.32,"Non-Florida","distributor",2014,11,45,"2014-11","2014-45"
2014-11-10,"GRAPES",147.9,"Non-Florida","distributor",2014,11,45,"2014-11","2014-45"
2014-11-10,"KALE",40.8,"Non-Florida","distributor",2014,11,45,"2014-11","2014-45"
2014-11-10,"KALE",8.61,"Non-Florida","distributor",2014,11,45,"2014-11","2014-45"
2014-11-10,"LEMONS",4.08,"Non-Florida","distributor",2014,11,45,"2014-11","2014-45"
2014-11-10,"LETTUCE",80.8,"Non-Florida","distributor",2014,11,45,"2014-11","2014-45"
2014-11-10,"LETTUCE",12.58,"Non-Florida","distributor",2014,11,45,"2014-11","2014-45"
2014-11-10,"ONIONS",4.22,"Non-Florida","distributor",2014,11,45,"2014-11","2014-45"
2014-11-10,"ORANGES",838.5,"Non-Florida","distributor",2014,11,45,"2014-11","2014-45"
2014-11-10,"ORANGES",50.1,"Florida","distributor",2014,11,45,"2014-11","2014-45"
2014-11-10,"PARSNIPS",213.6,"Florida","distributor",2014,11,45,"2014-11","2014-45"
2014-11-10,"PEARS",70.2,"Non-Florida","distributor",2014,11,45,"2014-11","2014-45"
2014-11-10,"PEPPER",43.61,"Non-Florida","distributor",2014,11,45,"2014-11","2014-45"
2014-11-10,"PEPPER",15.92,"Non-Florida","distributor",2014,11,45,"2014-11","2014-45"
2014-11-10,"PEPPER",8.76,"Florida","distributor",2014,11,45,"2014-11","2014-45"
